@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'mysql disallows quoted constraint names ',negative
'name ',negative
'name ',negative
'name file exportimportprocess ',negative
'name owner type createddatetime billing dbo user table ',negative
'nchanges cannot applied ',negative
'need adjust param which basedjdbc based number for array access ',negative
'need for conversion ',negative
'need remove the existing jar the plugins directory and all the files beneath the pluginnamed directory ',negative
'need return clone and cant use clone because valueslength might greater than columnscount ',negative
'need table column model able add celleditors the individual columns ',negative
'need this buffer because this method may called asynchronously the event dispatch thread what could happen that currentaliasinfos ist changed ',negative
'need this method satisfy one the interfaces implement but since have moved all operations the datatype subpanels which initialize their own data during creation there nothing for here ',negative
'need this order allow the user see this plugin which isnt loaded the plugin summary dialog that they can enable ',negative
'needed make the panel set the divider location from preferences ',negative
'needed prevent infinite loop ',negative
'needed resize completion panle appropriately see initializationof ',negative
'needs done both cases because the window goes back the default layer goes back behind all other windows too ',negative
'new ',negative
'new ',negative
'new and replaced properties ',negative
'new indexdetailstab ',negative
'new line ',negative
'new menumask new menumask inputeventshiftmask new inputeventshiftmask ',negative
'new name the table ',negative
'new new sequencedetailstab ',negative
'new originalfactory ',negative
'newid seqnamenextval ',negative
'nil out the timer that can gcd ',negative
'noin ',negative
'noin ',negative
'nondelete when null clear field and add text ',negative
'nonempty set rows delete make sure user wants delete ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonnull return tells caller there was problem ',negative
'not all oracles just and above ',negative
'not allowed must have existing file for import ',negative
'not expect lot files this directory just things linearly ',negative
'not found will created ',negative
'not implemented ',positive
'not import ',negative
'not locate the database object object tree ',negative
'not necessarily the case just curious have any components that need reread ',negative
'not recognize this button request ',negative
'not scroll pane ',negative
'not successful ',negative
'not too many old files ',negative
'not try fancy and insert the data where the user looking just stuff into the actual model and repaint the table when the table changed event fired ',negative
'not uri assume string filename ',negative
'note there are two rows note mssqlconstraint holds the columns the table participating the key note holds the columns the referenced table the same order ',negative
'nothing ',negative
'nothing object tree opened ',negative
'notify table that rows have changed the deleted rows may not contiguous the actual data model because the gui may showing version the data sorted some other order cannot use firerowsdeleted ',negative
'now bind the string ',negative
'now check length strings splitpieces again ',negative
'now check see the original contents were null and have actually added the input char the end ',negative
'now check sure get both catalogs ',negative
'now check sure get both schemas ',negative
'now create array large enough hold the original and the new ',negative
'now get the drop order same delete and update the dialog status while doing ',negative
'now selectreorder columns ',negative
'now tableandcolumns contains the table name and tableandcolumns contains the bracketed list columns ',negative
'now the functions for the popuprelated operations ',negative
'now the functions for the popuprelated operations ',negative
'now the functions for the popuprelated operations ',negative
'null the case when there are schemas specified will then ',negative
'number chars used represent byte the base radix ',negative
'object that called and that want return data when done ',negative
'object tree expanders schema expanders sequence ',negative
'objects ',negative
'obtain hibernate sessionfactoryimpl instance squirrel should ',negative
'occured closing connection ',negative
'ocured during task execution ',negative
'oddly enough progress will let you add pks existing tables but not drop them ',negative
'old test left behind garbage files this time creates directory that guaranteed not already exist and deletes afterward ',negative
'old version before multible sesssion windows return ',negative
'old version return ',negative
'one may ask why dont register the key strokes permanently when did with two internal frames open the key stroke event sometimes went the wrong frame this doesnt happen procede like the question why ',negative
'one two passes ',negative
'only check once per session ',negative
'only gives the sql without the cascaderestrict constraint ',negative
'only oracle supports materialized views directly ',negative
'only resize once ',negative
'only show row counts for tables and views other objects wont affected changing row counts ',negative
'only single selection can made time ',negative
'only the first row containing data editable ',negative
'open file nerror was ',negative
'open file output stream ',negative
'operator numericids ',negative
'options for specific data types ',negative
'options full checkbox ',negative
'oracle action implied when the delete clause omitted ',negative
'oracle allows statement separators plsql blocks the process tokenizing above renders these procedure blocks separate statements which invalid for oracle since the way sqlplus denote the end procedure function reassemble any create statements that find this should done before expanding file includes otherwise any create sql found files will already joined causing this find create sql without matching the process expanding file includes already joins the sql fragments that finds ',negative
'oracle doesnt allow unique bitmap indexes ',negative
'oracle matchfull modifier not supported ',negative
'oracle plan table doesnt exist the current schema you want create ',negative
'oracle wont allow inplace conversion between clob and varchar ',negative
'our separator the regular expression special char then quote before formatting ',negative
'output ',negative
'override the functions that need changed tell the table mechanisms how editing ',negative
'overriding superclass behavior ',negative
'owner object grantee grantor protecttype action column dbo billingbak public dbo grant delete dbo billingbak public dbo grant insert dbo billingbak public dbo grant select allnew dbo billingbak public dbo grant update allnew dbo billingbak usbilling dbo deny insert ',negative
'page number message smaller type ',negative
'parse hytestvmargs was given ',negative
'persists the change list the update directory ',negative
'pick tableinfo remove and replace ',negative
'pktablename pkcolumnname fkcolumnname fkname ',negative
'plantable store the result ',negative
'plantables ',negative
'plugin supports only the main session window ',negative
'plugin supports session main window only ',negative
'plugin supports session main window only ',negative
'point ordering less than tables ',negative
'popup menus ',negative
'position window where was when last closed this not the screen move back the screen ',negative
'possible for table contain only columns types that cannot process selects check for that since this check the structure the table rather than the contents only need once not needed ',negative
'postgresql least returns false for even though does support them ',negative
'postgresql need add sequence support autoincrement name tablenamecolnameseq ',negative
'postgresql reports length sometimes why ',negative
'postgresql uses literal values truefalse instead ',negative
'prefix for the jcc sqlexception class name ',negative
'prefs ',negative
'prepare have lot ',negative
'prerequisites are that column needs primary key and must integer type alter table identitytest alter column myid identity ',negative
'preselection ',negative
'primary key ',negative
'primary key for the selected table ',negative
'private boolean brackethighlighting true ',negative
'private boolean showheadings ',negative
'private columnstab columntab ',negative
'private final int tablecoldatatype not used ',negative
'private final jmenu editmenu ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private final static ilogger slog ',negative
'private hdgs new ',negative
'private int caretrgb colorredgetrgb private int selectionrgb xccccff private int linehighlightrgb private int eolmarkerrgb private int brackethighlightrgb colorblackgetrgb private int linenumberrgb colorblackgetrgb ',negative
'private int lastsessionidx ',negative
'private map alltabs new hashmap ',negative
'private props new ',negative
'private sqldriverprops ',negative
'private static final class cellrenderer extends public component list object value int index boolean isselected boolean cellhasfocus return this ',negative
'private static final string ',negative
'private static final string perfkeyobjtabdivloc ',negative
'private static final string prefsfilename sqlparamprefsxml ',negative
'private static ilogger slog ',negative
'private string getfilenamefile dir string name return getfilenamenew filedir name ',negative
'private tablecolumnsdataset iut null ',negative
'private void pbuffer string psprivilege ',negative
'problem during updatenno count inserted rows was returnedndatabase may corrupted ',negative
'problems indicate successful update the underlying data case are editing sql result that contains the edited colum more than once need tell the caller update all columns otherwise generation where clauses for further editing will fail ',negative
'procedure source ',negative
'procedure source ',negative
'procedure source ',negative
'process the listeners last first notifying those that are interested this event ',negative
'prompt the user add website url for this driver ',negative
'property change control panel ',negative
'property panels for squirrel ',negative
'provide the actual integer value well its meaning ',negative
'public api ',negative
'public conn itableinfo throws sqlexception setrenderernew cellrenderer this renderer uses the unqualified column name the text display the combo private static final class cellrenderer extends cellrenderer super setopaquetrue public component list object value int index boolean isselected boolean cellhasfocus return this ',negative
'public int getpixelwidth int pixelbycm int cmbyinch return intformatgetwidth pixelbycm public int getpixelheight int pixelbycm int cmbyinch return intformatgetheight pixelbycm ',negative
'public sqlfilterclauses getsqlfilterclauses return sqlfilterclauses ',negative
'put all available look and feel objects into collections keyed laf name and the class name ',negative
'put description the field the following rows ',negative
'put the and the front the clause there are already values the text area ',negative
'put the data and header names into the model ',negative
'put the initial text into the text pane and set its initial coloring style ',negative
'put the property into the hashmap ',negative
'qname lqn new qname sessiondata ',negative
'qname lqn new qname validatorresult ',negative
'qualified names ',negative
'qualifier prefs this ',negative
'querytokenizer tests ',negative
'questions ',negative
'reach here could not calculate place add the new table frame now will automatically added ',negative
'reach this point the value has been changed fall through next section ',negative
'read the entire row since some drivers complain columns are read out sequence ',negative
'reads per row ',negative
'rebuild the bookmark menu ',negative
'refresh the currently selected tab ',negative
'register custom datatypecomponent factory for derby clob type ',negative
'register custom datatypecomponent factory for oracles xmltype ',negative
'register tabs display the details panel for udt nodes ',negative
'regression for harmony ',negative
'regression test for harmony ',negative
'regression test for harmony ',negative
'regression test for harmony ',negative
'reload all matching procedure types ',negative
'reload complete schemainfo ',negative
'remove all instances the offending char ',negative
'remove old sticky tab ',negative
'remove trailing ',negative
'removed for comment ',negative
'removed for duplicate line ',negative
'rename view has that same syntax that tables ',negative
'repaint the page for printing ',negative
'replace any instance flag command with file name ',negative
'replace the null with just the char ',negative
'replace with typeslongnvarchar when java the minimum supported version ',negative
'replace with typesnchar when java the minimum supported version ',negative
'replace with typesnclob when java the minimum supported version ',negative
'replace with typesnvarchar when java the minimum supported version ',negative
'replace with typessqlxml when java the minimum supported version ',negative
'required linux ',negative
'required otherwise gets too wide ',positive
'reregistering driver necessary for embedded derby ',negative
'reset each time start new print ',negative
'reset width normal ',negative
'resolving file name ',negative
'restore the contents the original value ',negative
'result checking for jaybird driver with major version ',negative
'resultset null biginttypetable new string table ',negative
'retrieving default column values ',negative
'return ',negative
'return ',negative
'return ',negative
'return jtextarea usable the cellpopupdialog and fill the value ',negative
'return jtextarea usable the cellpopupdialog and fill the value ',negative
'return mainframe ',negative
'return the expected format for this data ',negative
'return the expected format for this data default hex ',negative
'return the text converted from the file ',negative
'return the text from the file since does represent valid data value ',negative
'rob removed replacement via regexp because needed several regexp escapes val ',negative
'row ',negative
'rows ',negative
'rows deleted ',negative
'rows inserted ',negative
'rows the selected table ',negative
'save data passed ',negative
'save options selected for datatypespecific properties ',negative
'save the input for use later ',negative
'save the original value for reuse clobblob types conversion ',negative
'save the pointer needed enable editing data ondemand ',negative
'save various information which needed update cancel ',negative
'saved size ',negative
'schema ',negative
'schema dependent data are changed only this class ',negative
'scriptenvironment env new ownerframe ',negative
'scripts ',negative
'scripts ',negative
'scripts for all dependent objects ',negative
'searchable column result set ',negative
'see ',negative
'see file exists ',negative
'see that the replacement was already done before can count this replaced ',negative
'see there was problem during parsing ',negative
'select lastvalue maxvalue minvalue cachevalue incrementby iscycled from sequencename ',negative
'select remarks from syscatsequences where seqname and seqschema schema ',negative
'select the bookmark delete ',negative
'select the one just added ',negative
'select viewdefinition from where tableschema and tablename ',negative
'select viewtext from informixsystables informixsysviews where tabname aview and ttabid ttabid ',negative
'selecting window ',negative
'selecting window ',negative
'selects the values for the where part ',negative
'selects the values from the existing table ',negative
'selects the values from the merge table ',negative
'send tree expansion event the object tree ',negative
'sequence ',negative
'sequence details ',negative
'sequence tabs ',negative
'sequence type dbo ',negative
'serveral dbs automatically create index for primary key fields and return this index getindexinfo remove this index from the script because would break the script with index already exists error ',negative
'session colors for this alias ',negative
'session details ',negative
'session info for ',negative
'sessions ',negative
'set cell editors first row ',negative
'set column heading set data first row ',negative
'set default colors ',negative
'set default primary key name based the name the table ',negative
'set focus password control default user name has been setup ',negative
'set jdbc debug log output stream ',negative
'set layout ',negative
'set object tree color panel ',negative
'set the list column names and the data for the rows ',negative
'set the read from the file just created ',negative
'set the return type ',negative
'set the target server and name space ',negative
'set this your application interactive where the user enters queries and then runs them set non interactive such for instance jdbc bridge driver that intercepts sql ',negative
'setrenderernew cellrenderer ',negative
'setters and getters for each field ',negative
'setting color ',negative
'setting the starting position ugly just picked point ',negative
'settings ',negative
'settings gap sizes ',negative
'setup dest mock file ',negative
'setup expectations ',negative
'setup one column multiple rows ',negative
'setup preferences make jgoodies laf look better booleantrue booleantrue ',negative
'setup source mock file ',negative
'setup the applications look and feel ',negative
'several number formats use decimal separator others use ',negative
'sga trace for ',negative
'sheet types ',negative
'shift the image for pressed buttons ',negative
'short scale ',negative
'should least bind the tablename bind var the sql ',negative
'should never get here because the areequal function only called when are trying update the database know that have datatype object for this column would have been stopped from editing the iseditablexxx methods but need return here keep the compiler happy ',negative
'should the data first cloned that the sorting doesnt take place the array that used getvalue todo this must sorting done thread ',positive
'show all tooltips for ten seconds before hiding ',negative
'show the user dialog with list columns and ask them select ',negative
'show the user dialog with list columns and ask them select one more columns drop ',negative
'show this message again ',negative
'show users the object tee ',negative
'silently ignore what could anyway ',positive
'similarly trying delete readonly directory should succeed ',negative
'simple check see the string might contain xml not ',negative
'simulate the user switching the statement separator for the session ',negative
'since cannot exact matches floating point numbers cannot use this field the where clause ',negative
'since data editable need add control panel manage user requests for update file etc ',negative
'since depend upon the connection class associated with the isession need keep reference the isession are associated with however this session could closed which time want give our reference that can garbage collected ',negative
'since depend upon the informixspecific ifmxconnection class need keep reference the isession are associated with however this session could closed which time want give our reference that can garbage collected ',negative
'since dialect doesnt support altering sequences drop then recreate ',negative
'since likely have its own line and key letting know that proceeding statements form multistatement procedure function deserves its own place the queries arraylist followed other procedure function creation blocks may fail detect that this just goes through the list and breaks apart statements newline that this cannot happen ',negative
'since the above did not throw exception now have good new data object change the text area reflect that new object ',negative
'since the letter wasnt special letter this will the first letter our current column ',negative
'since this thread not thread run the task synchronously ',negative
'since user now using popup stop editing using the incell editor any ',negative
'size ',negative
'size set child windows ',negative
'skip comments ',negative
'sloginfonot all selected objects where tables ',negative
'some actions dont have accelerators ',negative
'some cols are not used ',negative
'some data ',negative
'some databases cannot order longlob columns ',negative
'some drivers will give null ',negative
'some formats hex octal extend negative number multiple places becomes fffc chop off extra stuff front ',negative
'some people put new line characters their sql have nice debug output remove these new line characters too ',negative
'some tables have pseudo column primary keys and others not jdbc some dbmss does not handle pseudo columns correctly also gettables returns views well tables the thing are looking might not table jdbc does not give simple way determine what are looking since the type object described dbmsspecific encoding for these reasons rather than testing for all these conditions just try using the pseudo column info get the table data and that fails try get the table data without using the pseudo column todo should change the mode from editable noneditable ',positive
'sort and store new ',negative
'sort the indexes into ascending order because that the only function easilly available from the arrays class ',negative
'sort the list ',negative
'spec says max but the driver throws exception ',negative
'special handling operations while editing this data type ',negative
'springinjected ',negative
'springinjected dependencies ',negative
'sql ',negative
'sql ',negative
'sql reference guide says but get the specified row size exceeded the maximum allowable row width sql state error code when above ',negative
'sqlexecutertask task new sql new jmh run jmhtaskrun set the the statement identifier ',negative
'sqlserver doesnt support cascade clause ',negative
'squirrel bookmarks ctrlj popup ',negative
'squirrelaction descriptions already contain the accelerator ',negative
'standard sql functions ',negative
'start ',negative
'start the thread that does the coloring ',negative
'status bean ',negative
'stay blockcomment state ',negative
'stay linecomment state ',negative
'sticky ',negative
'sticky turned off just remove sticky and return ',negative
'still have bind value else the will throw exception ',negative
'stored procedures can have comments embedded them dont linewrap them ',negative
'stored the checksum operation failed this will ensure that comparison with any other files checksum will different even they happen the same file ',negative
'stores all names upper case postgresql stores all names lower case thats why may not find proc was written the create statement try out the upper and lower case names too ',negative
'stores all names upper case postgresql stores table names lower case thats why may not find table was written the create statement try out the upper and lower case names too ',negative
'strange that release xml file wasnt found but not problem this point just log ',negative
'stray sep failed find pattern ',negative
'string catalog string schema string simplename string tabletype string remarks ',negative
'string eolmarkers eolmarkers string eolmarkercolor eolmarkercolor ',negative
'string linenumbercolor linenumbercolor string selectioncolor selectioncolor string showlinenbrs showlinenumbers ',negative
'string path releasesnapshot ',negative
'string string ',negative
'subclass foo with the same values the original ',negative
'subtracting milliseconds from the orgtime file ',negative
'subtracting milliseconds from the orgtime file ',negative
'successful ',negative
'successfully exported file ',negative
'supply the user name you use anonymous you will logged and the will ignored ',negative
'supports session main window only ',negative
'sybase adaptive server enterprise ',negative
'sybase fully supports quotation marks for identifiers and reports the identifier quote string yeah they got right ',negative
'sybasease specific code read procedure definitions ',negative
'symbol not expected ',negative
'synchronize the outer class because thats where all the state lives ',negative
'tab button ',negative
'table ',negative
'table classes ',negative
'table doesnt exist source ',negative
'table expanders trigger and index expander ',negative
'table list ',negative
'table list ',negative
'table name ',negative
'table scripting panel ',negative
'table type dbo ',negative
'table which are part needed for creating popup dialog ',negative
'tablecat tableschem tablename columnname datatype typename columnsize decimaldigits numprecradix nullable remarks columndef charoctetlength ordinalposition isnullable ',negative
'tables that have least one child table and have least one parent table ',negative
'tabs add the catalog nodes ',negative
'tabs and newlines get put into the text before this check remove them this only applies popup editing since these chars are not passed this level the incell editor ',negative
'tell creator delete from ',negative
'tell the underlying data model make itself editable which includes telling the gui rebuild itself ',negative
'tell the user that they wont able show the explain plan ',negative
'tell user editable ',negative
'tell user that there was problem ',negative
'template bodies ',negative
'templates ',negative
'temporary events need included case modla dialog opens ',negative
'test constants ',negative
'test ensure that allow sessions that are ending gcd ',negative
'test for attempting call listfiles nonexistent directory ',negative
'test for creating file that already exists ',negative
'test make long path ',negative
'test make many paths ',negative
'test make sure that listfiles can read hidden files ',negative
'test make sure that only the files that were created are listed ',negative
'test make sure that the tempfile was saved the correct location and with the correct prefixsuffix ',negative
'test see can fool matchkeyprefix into assuming that there will the end the path since row count enabled yet well send string that doesnt have this characteristic ',negative
'test see correct suffix was used create the tempfile ',negative
'test see that table matches table should since only the row count different ',negative
'test see the correct number directories are returned ',negative
'test see the correct number files are returned ',negative
'test see the directory was saved with the correct name ',negative
'test that the string valid converting into object this data type ',negative
'test whether not the dialect correctly converts nullable columns notnull before applying the primary key necessary ',negative
'tests ',negative
'tests see the correct number files were returned ',negative
'text added ',negative
'text cannot edited the cell but can edited the popup show that changing the text colors ',negative
'text field for how many bytes blob read ',negative
'the added above holds reference the syntaxpreferences the current session which itself holds reference the session remove the give the session the chance get garbage collected ',negative
'the call here the result desperate fight find place where the components the split had not height someone knows better way please tell ill apreciate any advice ',positive
'the caller does not need know that nothing happened ',negative
'the cellrenderer used for this data type ',negative
'the check gets till here have all the need information ',negative
'the check gets till here have all the needed information ',negative
'the code bellow only for embedded derby driver ',negative
'the connection technology used could odbc jdbc ado this optional you dont want give out this info please enter ',negative
'the constructor above sets this from resources but well override with the name the index ',negative
'the conversion into the object safe manner ',negative
'the conversion into the object safe manner special case the input exactly the output ',negative
'the ctrl enter short cut the netbeans editor set the since the ctrl enter shorcut basic squirrel short cut and defined via the main menu action must remove this binding here ',negative
'the data not binary then there need for conversion the data hex with ascii not shown chars then conversion needed ',negative
'the dataobject returns string put into the popup which can later converted the appropriate object type ',negative
'the dateformat object use for all localedependent formatting this reset each time the user changes the previous settings ',negative
'the directory exists add one the directory number making new directory name ',negative
'the field binary and not the format expected the datatype default hex ',negative
'the file was temp file delete now assume that exportonly operations want leave the file place but execute operations just want temp space work with and not want lying around afterwards ',negative
'the first time that schemas are asked for return just one ',negative
'the following can cause and exception the text not formatted correctly ',negative
'the following only useable for root type internalframe the root type dialog frame then other code must used ',negative
'the following pointer needed allow the make editable button tell the application set editable display panel ',negative
'the following ugly conversion from text byte necessary because the byte class inconsistant when asked output hex does unsigned byte but when asked read back the same thing using the hex radix insists that the input must signed get around this upsize the conversion integer then truncate that byte and finally convert the byte byte yech ',positive
'the following used both cell and popup operations ',negative
'the following used both cell and popup operations ',negative
'the following workaround for the problem mac where the apple laf delegates the swing popup factory but then tries set alpha the underlying cocoa window which will always null youre using jgoodies see this has effect linuxwindows ',positive
'the format the result this must text html hopefully some type xml format will available well ',negative
'the has static member that prevents garbage collection therefore need remove the model ',negative
'the indexes are ascending order but want delete descending order see previous comment run through the list backwards ',negative
'the insert worked make this input form away ',negative
'the jcc driver code obfuscated not check the full class name but resort checking prefix and suffix instead version the full class name ',negative
'the jtable used for displaying all resultset info ',negative
'the jtextcomponent that being used for editing ',negative
'the line comment per the rfc ',negative
'the list rows may empty which case just return ',negative
'the list rows may empty which case tell user they should select something first ',negative
'the list specific column names commaseparated format with comma front the first entry well empty the map old values ',negative
'the moment default value ',negative
'the name the calling client program this optional you dont want give out this info please enter ',negative
'the next top level ket the counterpart bra ',negative
'the number decimal digits allowed the number ',negative
'the numberformat object use for all localedependent formatting ',negative
'the old view preserved eventually preserve folding points ',negative
'the original object not null then contains clob object that need reuse since that the dbs reference the clob data area otherwise set the original clob null and the write method needs know set the field null ',negative
'the parse did not find xml was malformed ',negative
'the problem with this data longvarbinary and there are mckoi sql functions convert character string which executing the sql produced this method supposed return return select data from sysinfosusrview where name viewname ',negative
'the properties from the jdbc driver failedncan not load driver properties tab ',negative
'the registrations below are made support for new types introduced java ',negative
'the release version doesnt change wont pulling down core artifacts just need make sure that all core files have been copied from their installed locations into the corresponding directory download which the classpath the updater this covers the case where the update being run for the first time after install and new version available but the user wants installremove plugins andor translations ',negative
'the rows not match for ask user they really want delete ',negative
'the same the local copy which was placed either the installer the last update ',negative
'the scroll pane that holds the text area ',negative
'the second row contains multiline description make that row high enough display ',negative
'the second time that catalogs are asked for return two ',negative
'the second time that schemas are asked for return two ',negative
'the session timezone view with local timezone data types ',negative
'the short file name doesnt exist then assume that the file name compatibility disabled ',negative
'the sql results page puts text into the table cells rather than objects the appropriate type need convert befor proceeding ',negative
'the sql statement validated against the standard ',negative
'the suffix tmp then send the array ',negative
'the table containing the users input ',negative
'the table has only one column cannot dropped ',negative
'the target dbms could mimer sql engine oracle this optional you dont want give out this info please enter ',negative
'the total number decimal digits allowed the number ',negative
'the treetablenode interface ',negative
'the uri not valid file uri ',negative
'the user chooses neither fixed value nor autoincrement then clear the fixed value field has value ',negative
'the user name anonymous this can anything but has supplied anyway ',negative
'the user name anonymous this can anything but has supplied anyway ',negative
'the user selected editable table the session properties then the display will editable table otherwise the display readonly ',negative
'the user wants select for right mouse clicks then change the selection before popup appears ',negative
'the version the target dbms this optional you dont want give out this info please enter ',negative
'there any way check for invalid input valid input includes least any printable character but could also include unprintable characters ',positive
'there are lot goodies the that might interesting future unfortunately some conflicts with some squirrels shortcuts are settingscorelevel ',negative
'there are many these tables that postgresql throws sqlexceptions for whenever tablelike operation attempted ',negative
'there are more dependancies then just fks like views etc therefore cascadeconstraints used parameter for the tabledropsql ',negative
'there good way using jdbc metadata tell the table materialized view need query the data dictionary find that out get all table names whose comment indicates that they are materialized view ',negative
'there only one column the table ',negative
'there reason that dont want use here the session nodes that this expander creating should not confused with the squirrel session these session nodes are oracle sessions that administrator has the privileges see must not use else these nodes get expanded with the database ',negative
'there was data type object this data type unknown squirrel and thus cannot edited ',negative
'there was error the conversion ',negative
'there was problem inserting into the ',negative
'there was problem with converting then just fall through and continue there was default given the otherwise use the converted object ',negative
'there was problem with the read would nice report this the user but try get trouble some cases where the data continually reread after the dialog goes away because the cell being repainted cell not editable ',negative
'these are all more less global loop variables keep from needing pass them all into various methods during parsing ',negative
'these files contain images etc try filter out these props ',negative
'these objects not depend catalogs schemas enough load them once ',negative
'this acceptable ',negative
'this binary field allow for multiple viewing options ',negative
'this bit hard coded but use scale here some number displays crazy ',positive
'this bit hard coded but use scale here some number displays crazy ',positive
'this can happen impl returns null from the statementexecuting api method indicate that the sql shouldnt executed ',negative
'this causes locks own other pids excluded from the result pglpid and ',negative
'this datatype does not limit the data read during the initial load the table there need reread the complete data later ',negative
'this didnt work final int pos getcaretposition final document doc final element docelem final element lineelem return ',negative
'this fixes the issue where the tree getting constructed prior the oracle plugin expanders being registeredusers sessions instances nodes have children until the tree refreshed even though this hack doesnt seem negatively impact performance even when loading all schemas ',negative
'this for brute force detection columns whose column size ',negative
'this frame should really away when done ',negative
'this gets called before initialize ',negative
'this gets called before initialize ',negative
'this hack currently when precision scale have way determine this valid for the actual data the problem comes when the source dbs precisionscale are greater reported greater than the precisionscale the destination this case maximimizes both for the destination causing definition that allows digits the left the decimal trouble without looking the actual data there way tell this valid some cases will others will not for now make the scale approx onehalf the precision accomodate the most digits the left and right the decimal and hopefully that covers the majority cases ',positive
'this info merely placeholder the tree that can use get index name and parent name more easily probably should create indexcolumninfo that has this extra info ',positive
'this isnt instanceof will thrown ',negative
'this logically not sufficent try cope with the problem that there are the following contradictory rules the jdbc api doc this method should called only once per result this method should called only once per result there are more results when the following true getmoreresults getupdatecount getmoreresults returns false dont know have more results only know that isnt result set since called getupdatecount before getmoreresults because would like know the update count the first result might not allowed call getupdatecount again the intersystems cache driver for example always returns the same updatecount simple insert update delete statements not matter getmoreresults was called updatecount never gets and this will loop forever when discussed the issue with the intersystems people they just told not call getupdatecount twice that simple hope that this will cure problems with dbs that just dont care for multiple result sets ',positive
'this may called either when the table editable when readonly when readonly there command saved but when editable there may command ',negative
'this method makes the web service call you want you can create web service proxy from the wsdl file times out thats what you really want ',negative
'this might because table alias used maybe with before ',negative
'this not hibernate error write log entry ',negative
'this panel called before any instances the class have been created need load the properties from the dtproperties ',negative
'this refactoring depends the following dialect api methods getupdatesql ',positive
'this seems necessary get background colours correct without labels added the content pane have dark background while those added jpanel the content pane have light background under the java look and feel similar effects occur for other look and feels ',negative
'this seems work for both oracle and ',negative
'this should default tokenizer which uses statement sep ',negative
'this should just bring back one table hope ',positive
'this should never happen check above for the duplicate ',negative
'this should override the default tokenizer ',negative
'this stage theres more text the scanned buffer but this buffer not the last the scan will continue another buffer the scanner tries minimize the amount characters that will prescanned the next buffer returning the token where possible ',negative
'this the list names classes that support standard sql type codes and thus not need registered provide the getcontrolpanel method allow manipulation properties these classes should all named because they are part the standard delivery the product and thus should local this directory ',negative
'this tool window ',negative
'this was originaly done every time and the count instantiated objects was amazing ',negative
'this weird dont set this the column header doesnt line with the column contents ',positive
'this what the spec says create sequence increment value start with value maxvalue value nomaxvalue minvalue value nominvalue cylce nocylce ',negative
'this will text qualified column need set make enter the seperate branch handle text qualified columns ',negative
'this works because all the idatabaseobjectinfo objects come from the same source their references are equal ',negative
'thread searching ',negative
'threadsearching ',negative
'through each child the parent and see was previously expanded was recursively call this method order expand the child ',negative
'throw new doesnt support using sequences for column defaults ',negative
'throws exception claiming that isnt valid type figure coldefgetsqltype ',negative
'thru all loaded plugins asking for panels ',negative
'time functions mapped ansi extract ',negative
'time seconds ',negative
'todo decide whether this should bound property not name name ',positive
'todo delete ',positive
'todo delete copyright johan compagner jcompagnerjcomnl this library free software you can redistribute andor modify under the terms the gnu lesser general public license published the free software foundation either version the license your option any later version this library distributed the hope that will useful but without any warranty without even the implied warranty merchantability fitness for particular purpose see the gnu lesser general public license for more details you should have received copy the gnu lesser general public license along with this library not write the free software foundation inc temple place suite boston usa ',positive
'todo figure out how get then name the table that the trigger and tablesname ',positive
'todo figure out why the selection the root node the object tree undone dont delay seems like some other thread racing set the selected node none when this happens the detail pane for the root node disappears when session first opened when objecttree frame created this really crappy and unreliable way fix this problem but hides the problem for now better understanding the architecture session creation required before proper solution can attempted rmm ',positive
'todo hookup with interbase spec and adjust these necessary ',positive
'todo maybe instead throwing exception could ask the user they would like adjust their preference for them ',positive
'todo maybe prompt the user ask append the records ignoring errors for constraint violations ',positive
'todo maybe should have checkbox allow the user toggle default value onoff some dbs like treat empty string different default value than null ',positive
'todo maybe someday could inform the user that the imported key cant created because the list tables theyve selected doesnt include the table that this foreign key depends upon for now just log warning and skip ',positive
'todo primary ',positive
'todo refresh ',positive
'todo should adding quotes user wants identifiers quoted ',positive
'todo should also make sure that each the columns made not null ',positive
'todo should the constraint name simply the column name something more like constraint name ',positive
'todo spatial and fulltext indexes require myisam engine for the table there way tell what engine being used for table may not necessary since the following doenst hurt already myisam engine alter table mytable engine myisam still this not the kind thing would want automatically since myisam engine nontransactional will probably need tell the user somehow that they need this otherwise the create index statement will fail maybe comment the script and they happen read they could uncomment the conversion the engine maybe custom dialog ',positive
'todo springinject when this class spring bean ',positive
'todo temporary until sort out better way guidos fix ',positive
'todo temporary until sort out better way guidos fix iquerytokenizer ',positive
'todo these should handled with iterator ',positive
'todo this should handled with iterator ',positive
'todo what about these viewportfont colorchooserfont internalframefont optionpanefont panelfont scrollpanefont desktopiconfont ',positive
'todo what really want here get the sql script and replace create procedure with alter procedure then put that the sql pane and not execute ',positive
