@relation 'CommitMessages'

@attribute Text string
@attribute class-att {negative,positive}

@data
'enter script name ',negative
'enter the fully qualified class name sessionfactorimpl provider class the compiled class file must one your additional classpath entries ',negative
'entries ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error ',negative
'error attention not use background colors here color blind people cannot read black writing red background ',negative
'error detected ',negative
'error during check update probably not safendo you wish proceed ',negative
'error here may mean that the file cannot reached has moved some such any case the file cannot used for export ',negative
'error messages ',negative
'error occured during storing sql result table see messages for detailsni will create the copy script you may correct errors and run again ',negative
'error occured while reading database data ',negative
'error occured while reading import file data ',negative
'error occured while reading the input file ',negative
'error occurred see log for details ',negative
'error protection against using suffix without ',negative
'error while attempting install updates ',negative
'error writing ton ',negative
'error writing ton ',negative
'errors ',negative
'errors detected ',negative
'errors restart the parser behind the error ',negative
'errors warnings infos ',negative
'events ',negative
'everything ',negative
'everything seems have worked ',negative
'evil hack split the vacuum output little ',positive
'example alter table kvpos add constraint kvkvpos foreign key kvid kvkvid references expected will not marked with the condition above because errinfendpos absoluteposition len never true ',negative
'example code for sessionfactorimpl provider class ',negative
'exceeded number digits number nis greater than allowed column ',negative
'exceeded number digits right decimal place nis greater than allowed column ',negative
'excel export ',negative
'exceptions during logging ',negative
'exec sql create view viewname columnname columnname selectstmt with check option ',negative
'execute java process ',negative
'execute null commandnplease enter command the command field before clicking execute ',negative
'execute test ',negative
'executennerror messagennsee last log entry for details ',negative
'executing convert stringbuffer command ',negative
'execution cancel requested user ',negative
'execution output ',negative
'execution tabs ',negative
'existing blob reuse ',negative
'existing files failed installation cannot proceed ',negative
'existing translations from ',negative
'exp ',negative
'expected ',negative
'expected ',negative
'export file ',negative
'exportdriverstext ',negative
'extcaret highlighting colorings ',negative
'extcaret highlighting options ',negative
'extended derby clob support ',negative
'extended properties ',negative
'extension ',negative
'extra keywords that this dbms supports ',negative
'extract column names from text area ',negative
'extract this out into class like ',positive
'facade methods for imessagehandler dont want allow code directly access internal imessagehandler now that the imessagehandler interface requires exceptionformatter injected for methods that accept exceptions ',positive
'fail ',negative
'failed bind blob using filesystem attempting bind blob using memory ',negative
'failed bind blob using filesystem attempting bind blob using memory ',negative
'failed bind the blob file try memory ',negative
'failed see log for error ',negative
'failed with error ',negative
'fallback the old method going directly the database instead using schemainfo since schemainfo didnt have ',negative
'false ',negative
'faq ',negative
'faxxx ',negative
'features ',negative
'field for size text read ',negative
'file ',negative
'file ',negative
'file ',negative
'file column ',negative
'file couldnt downloaded please check your settings ',negative
'file encoding ',negative
'file for alias does not exist existed the path would ',negative
'file for alias does not exist file was deleted ',negative
'file handling controls file ',negative
'file name given for exportnplease enter file name use browse before clicking export ',negative
'file operations ',negative
'file path for alias ',negative
'file related functions ',negative
'file selected ',negative
'file settings ',negative
'files ',negative
'files ',negative
'files specified extra classpath tab for driver ',negative
'filesystem interface ',negative
'filewrapper filewrapperclass ',negative
'fill list column names check against ',negative
'fill the current limit length ',negative
'filter the list all objects looking for things with the given name ',negative
'final applicationfiles appfiles new applicationfiles ',negative
'final formlayout layout new formlayout dlu dlugrow dlu centerprefgrow dlu bottompref final defaultformbuilder builder new buildernextline buildernextline return buildergetpanel ',negative
'final iobjecttreeapi api this ',negative
'final jscrollpane new jscrollpane dimension ',negative
'final string columnclassname ',negative
'final string doctitle stringdoctitlesgeti ',negative
'finally try set the catalog which appears noop the informix driver ',negative
'find file ncheck file name and retry export ',negative
'find the entry coldefs matching this column ',negative
'find the internal frame the list internal frames and remove ',negative
'find the local releasexml file ',negative
'find the local releasexml file bail with exception cannot find ',negative
'find the next name the text ',negative
'fine dont add any data files throw new ',negative
'fine dont show any indexes throw new ',negative
'firebird doesnt natively support altering columns nullable property will have simulate future release ',negative
'firebird gives weird exception unsuccessful metadata update object fktestparenttable use squelch and continue ',negative
'first check aliases ',negative
'first convert the string representation into the binary bytes describing ',negative
'first have the cellrelated and texttable operations ',negative
'first have the cellrelated and texttable operations ',negative
'first line ',negative
'first look see they are identical objects both null ',negative
'first make sure that users last input has been included too easy for user enter data and forget click another field force set ',negative
'first parse the sql string ',negative
'first put the welcome squirrel node ',negative
'first row cannot retrieve the data not find any row matching current row table ',negative
'first special check see should use longvarchar the where clause oracle does not allow this ',negative
'first time through this method program cleanup old log files ',negative
'fks tables copy ',negative
'flag for whether use the default java format true the localedependent format false ',negative
'float produces exception invalid column format float column floatcolumn sql state error code ',negative
'folder store the user settings ',negative
'folder that stores look and feel jars ',negative
'folding point ',negative
'folding point ',negative
'font colorred font rows ',negative
'for alias ',negative
'for all windows other than the first one opened for session add number the end the title differentiate them menus etc ',negative
'for char date types this the maximum number characters for numeric decimal types this precision ',negative
'for convenience cast the object blobdescriptor ',negative
'for copy ',negative
'for data import ',negative
'for each element the use set selected then add not use otherwise add new use set ',negative
'for each row table delete and add number rows deleted from ',negative
'for example case invalid character break perhaps insert application specific error messages here ',negative
'for example postgres returns table names datatypes those cases this prevents have the table names twice ',negative
'for faster printing turn off double buffering ',negative
'for hasmoredata ever false all data would have had have been copied the raw buffer ',negative
'for hibernate ',negative
'for mysql ',negative
'for now use the same renderer everyone else future change this use new instance renderer for this data type ',positive
'for now use the same renderer everyone else future change this use new instance renederer for this data type ',positive
'for oracle ',negative
'for reasons that cannot exmplain this out two probably due the border insets around cell ',negative
'for server determine the channel that the user has stable snapshot ',negative
'for sql validation ',negative
'for string just send the text the output file ',negative
'for strings blank field allowed only switch null when there nothing left the field and user does delete ',negative
'for sybasease ',negative
'for tables that have lot columns the user may have limited the set columns use the where clause see there table col names ',negative
'for the column that being changed use the value passed the caller which may either the current value the new replacement value ',negative
'for the individual data types may set the ',negative
'for the refactoring plugin ',negative
'for the sql script plugin ',negative
'for windows the file being set hidden the attrib command ',negative
'force the laf set even skin the current one this allows change theme take affect ',negative
'forced edit mode ended because user changed the session properties ',negative
'foreign key columnname references reftablename refcolumnname delete cascade restrict action set default set null update cascade set default set null ',negative
'forever ',negative
'forever ',negative
'format ',negative
'format ',negative
'format ',negative
'formating configured global prefs recommended for excel ',negative
'formatting ',negative
'formatting settings ',negative
'found inn ',negative
'from backup failed reinstallation may required ',negative
'from mysql manual ',negative
'from mysql reference alter table tblname add constraint symbol foreign key indexcolname references tblname indexcolname delete restrict cascade set null action update restrict cascade set null action ',negative
'from mysql reference manual alter ignore table tblname alterspecification alterspecification alterspecification add constraint symbol unique indexkey indexname indextype indexcolname ',negative
'from postgresql documentation create unique index concurrently name table using method column expression opclass with storageparameter value tablespace tablespace where predicate ',negative
'from the sql validation web service ',negative
'frontbase requires cascade restrict keywords ',negative
'function completion for function name prefixes ',negative
'functions ',negative
'functions ',negative
'functions ',negative
'functions ',negative
'functions ',negative
'future may want create tablepopupmenu allow cutcopypaste operations ',positive
'garbage collection ',negative
'garbage collection status ',negative
'generate ',negative
'generate contents file ',negative
'generating change log entry for plugin ',negative
'generating contents file ',negative
'generating help entry for plugin ',negative
'generating licence entry for plugin ',negative
'generic sql ',negative
'genericdialect must last since will claim that supports any productversion that also why there isgenericdialect would always return true there was one making useless ',negative
'get all the selected object names and place comma separated list ',negative
'get array since dont want trouble with the sessionslist when remove the sessions from ',negative
'get ascii stream from ',negative
'get binary stream from ',negative
'get control panels let user adjust properties datatype classes ',negative
'get grant target ',negative
'get here then data type object was found for this column should not get here because switch default returns null ',negative
'get here then everything worked correctly tell user that data was put into file this different from the import strategy because the user may not know the name the file that was used they selected the automatic temp file operation they may not know what directory the file was actually put into this tells them the full file path ',negative
'get lines time ',negative
'get list columns ',negative
'get list columns ',negative
'get list files using that base name ',negative
'get look and feel class object ',negative
'get parameters previously set user set default values set the default ',negative
'get primary key info for table ',negative
'get size document width pixels height pixels height printer page width printer page ',negative
'get the conentpane into variable for convenience ',negative
'get the directory ',negative
'get the largest width and height ',negative
'get the names all the selected tables comma separated list ',negative
'get the new look and feel object ',negative
'get the node expanded ',negative
'get the releasexml file channelxmlbean from the server filesystem ',negative
'get the sql session ',negative
'get the type artifact ',negative
'get the values from the use list and convert sorted set ',negative
'get where clause for the selected row the says just use the contents the values without any substitutions ',negative
'get where clause using original value ',negative
'get which localedependent format use set use the java default ',negative
'getridofthis ',positive
'gets per exec ',negative
'gets per row ',negative
'gettabledolayout ',negative
'getters and setters ',negative
'gettersetter ',negative
'getting full path name for selected file ',negative
'getting sql connection data from hibernate ',negative
'give the resultsetreader some time realize that the user requested cancel and stop fetching results this allows stop the query processing gracefully ',negative
'given text cannot converted into the internal objectn please change the data cancel editingn the conversion error wasn ',negative
'given text cannot converted into the internal objectnthe database has not been changednthe conversion error wasn ',negative
'given text cannot converted into the internal objectnthe database has not been changednthe conversion error wasn ',negative
'global errors ',negative
'global preferences ',negative
'global references ',negative
'good converting url file this way fine when the file path contains spaces ',negative
'got the end the script without finding proc separator just add had ',negative
'grab the current letter char ',negative
'grant all privileges permission column table view table view column storedprocedure extendedprocedure userdefinedfunction securityaccount with grant option group role revoke grant option for all privileges permission column table view table view column storedprocedure extendedprocedure userdefinedfunction from securityaccount cascade group role ',negative
'grants ',negative
'graph ',negative
'graph ',negative
'graph ',negative
'graph ',negative
'graph ',negative
'graph clipboard ',negative
'graph file ',negative
'graph image pages clipboard ',negative
'gridlayout makes equal cells ',negative
'group all columns index ',negative
'gui ',negative
'gui components need here because they need accessible from the event handlers alter each others state ',negative
'gui widgets ',negative
'gwg format check code follows ',negative
'hack deal with axion axion tables ',positive
'hack hopefully the name will always the last token ',positive
'hadb reports for column size blobclob ',negative
'hand file output stream datatype object for export also handle file errors here that datatype objects not have ',negative
'hand the current text the datatype object datatype object responsible for validating that the text makes sense for this type object and converting the proper form for output all errors are handled ioexceptions ',negative
'handle cases null the processing different when nulls are allowed and when they are not ',negative
'handle connected server ',negative
'handle error conversion text object ',negative
'handle list column names ',negative
'handle mouse events for doubleclick creation popup dialog this happens only the jtextfield not the jtextarea can make this inner class within this method rather than separate inner class done with the keytexthandler class ',positive
'handle squirrelsqljar and documentation archive carefully they live the top ',negative
'handling comments ',negative
'has been auto corrected extended configure auto correct abreviations see menu session syntax configure auto correct abreviation ',negative
'has been successfully created ',negative
'has done directly the main frame because racing condition start ',negative
'has done directly the main frame because racing condition start ',negative
'has done directly the main frame because racing condition start ',negative
'has done here when close all sessions menu was used ',negative
'has not been generated cannot continue ',negative
'hashtable autocorrects ',negative
'have already dumped stack trace for the current event dispatch ',negative
'have done everything can prior this point ensure that the the file accessible but still possible that existing file was removed bad moment also the compiler insists that put this try statement ',negative
'have least one row try retrieve the object not limit the read this data ',negative
'have look for the modelindex because the row number column ',negative
'have not already created datatype object for this column that now and save ',negative
'have read all properties ',negative
'have read data that not the same state oddball case assume neither has read data that they are equal ',negative
'have seen property for this datatype before then the hashmap already exists otherwise need create now ',negative
'have the datatype object fill the appropriate kind value into the first and only variable position the prepared stmt ',negative
'have the whole contents the blob tell user the data truncated ',negative
'having these publicly accessible members will prevent the overhead the method call that exists properties ',negative
'hear evil see evil ',positive
'height ',negative
'help document ',negative
'helper code ',negative
'helper methods ',negative
'helper methods ',negative
'helper methods ',negative
'helpers ',negative
'helpers ',negative
'here dont completely understand how these types are used all databases and havent yet had time implement support the dialects for them this exclude list will keep these less commonly used types from failing the test also since not all these types appear java and currently support compiling the code base with use the integer values for new types that were introduces java rather than the type constant name ',positive
'here weve hit the second line multiline stanza just skip were not that sophisticated ',negative
'hibernate configurations ',negative
'highlighting ',negative
'history for ',negative
'hit folding point ',negative
'holder array needs grow able hold another column ',negative
'how many items left ',negative
'hql ',negative
'hql ',negative
'hql sql ctrl enter ',negative
'hql stingbuffer ',negative
'hsqldb throws error ',negative
'ialiaseslist ',negative
'iapplication app getapplication cursorchanger cursorchg new cursorchgshow try new finally cursorchgrestore ',negative
'ibm specific code read view definitions ',negative
'icommand interface implementation ',negative
'idatatypecomponent interface methods ',negative
'idatatypecomponent interface methods see ',negative
'identifiers scripts ',negative
'ignore bad checksums ignore transaction limbo ',negative
'ignore that ',negative
'ihasname ',negative
'image files ',negative
'image format ',negative
'image from selected tab ',negative
'imainpaneltab session ',negative
'imessagehandler messagehandler ',negative
'implement interface and interface todo this code was copied from contentstab should probably put into common location and shared both this class and contentstab ',positive
'implement the interface functions needed support table operations these functions are called from within myjtable and mytable tell those classes how operate the code these functions will different depending whether the table readonly editable the definitions below are for readonly operation the editable table panel overrides these functions with the versions that tell the tables how set for editing operations ',negative
'implements actionlistener ',negative
'import ',negative
'import settings ',negative
'important put the buttons into the array same order their associated values defined for whereclauseusage ',negative
'incomplete tokens ',negative
'increment ',negative
'index column information ',negative
'index details ',negative
'index details ',negative
'indexes ',negative
'indexes for the selected table ',negative
'indexes guess ',negative
'ineditextrasdayday ',negative
'info ',negative
'info ',negative
'information ',negative
'informix doesnt allow quoting column names ',negative
'informix when database given the connect url then table types are returned the catalog can changed which will select database but that time too late ',negative
'ingraphbtnokok ',negative
'ingraphcloseclose ',negative
'ingraphcmcm ',negative
'ingraphdborderdb order ',negative
'ingraphdelgraphdo you really wish delete this graph ',negative
'ingraphdinadin ',negative
'ingraphdinadin ',negative
'ingraphdinadin ',negative
'ingraphformatformat ',negative
'ingraphheightheight ',negative
'ingraphinchinch ',negative
'ingraphnamename ',negative
'ingraphnewgraphnew table graph ',negative
'ingraphnewnew ',negative
'ingraphnoselno selection ',negative
'ingraphsavesave ',negative
'ingraphshowddlshow ddl ',negative
'ingraphunitunit ',negative
'ingraphwidthwidth ',negative
'ingraphzoomzoom ',negative
'ingres requires that columns that are become not null must have default value ',negative
'ininbundlesbundles ',negative
'ininloadbundlesload bundles ',negative
'ininlocaleslocales ',negative
'ininnoworkdirplease choose work dir store your translations ',negative
'init class under test ',negative
'init mocks ',negative
'init progressbar ',negative
'init user list ',negative
'initcomponents ',negative
'inlafbroderlaflook and feel ',negative
'inlafjarzipjarzip files ',negative
'inlaflafwarningnote controls may not drawn correctly after changes this panel until the application restarted ',negative
'inlaflfl ',negative
'inlafmenusmenus ',negative
'inlafotherother ',negative
'inlafotmfilesotm files ',negative
'inlafsettingslook and feel settings ',negative
'inlaftabfontsfonts ',negative
'inlaftabhintfonts ',negative
'inlaftabtitlefonts ',negative
'inlafthemepacktheme pack ',negative
'inlafwarningnote changes may not take effect until the application restarted ',negative
'inmapdatasetkeykey ',negative
'inmssqladdadd ',negative
'inmssqladdmenmonic ',negative
'inmssqlallrulesall rules ',negative
'inmssqlallspsall stored procedures ',negative
'inmssqlalltablesall tables ',negative
'inmssqlalludfsall userdefined functions ',negative
'inmssqlallviewsall views ',negative
'inmssqlcancelcancel ',negative
'inmssqldelays delay ',negative
'inmssqlmsdosmsdos text oem ',negative
'inmssqlokok ',negative
'inmssqlremove remove ',negative
'inmysqlcopyokok ',negative
'inmysqlcreateaddadd ',negative
'inmysqlgrantsmysql grants ',negative
'inmysqllogsmysql logs ',negative
'inmysqlstatusmysql status ',negative
'inoracleownerowner ',negative
'inoraclesortssorts ',negative
'inoraclesqltextsql text ',negative
'input scanner last recognized token lookahead token ',negative
'inrowidtabhintshow columns that uniquely identify row ',negative
'inrowidtabtitlerow ids ',negative
'insert into tablename column column query ',negative
'insert succeeded ',negative
'insert the where the front there anything the clause ',negative
'inserts all keys into the new column depending the content the old column ',negative
'insqltabhintexecute sql statements ',negative
'insqltabtitlesql ',negative
'insqlvaldbmsdbms ',negative
'insqlvalinfothis plugin uses version the sql validator web service developed mimersql the sql statement stored anonymously used the iso sql standards committee ',negative
'insqlvallogonokok ',negative
'insqlvallogonsql validation logon ',negative
'insqlvalloonaslog ',negative
'insqlvalnosqlno sql specified ',negative
'insqlvaluseruser ',negative
'install directories ',negative
'install iff were using the jcc driver ',negative
'install the factory for creating sql entry text controls ',negative
'installed ',negative
'instance creation ',negative
'instance details ',negative
'instance under test ',negative
'instringproperties files ',negative
'instructions ',negative
'insyntaxaddrowadd row ',negative
'insyntaxboldbold ',negative
'insyntaxcolscolumns ',negative
'insyntaxfontselect font color ',negative
'int modelcol ',negative
'int precision ',negative
'int progress loadcatalogs load tables with schema null ',negative
'int sqlcode sqlcagetsqlcode ',negative
'int sqlstate sqlcagetsqlstate ',negative
'interactions with schema alias properties see schemas tabn load all schemas cache none oracle alias properties will take effect immediatelyn load and cache all schemas oracle alias properties will take effect next refresh all inside sessionn specify schema loading and caching oracle alias properties will take effect when the schemas table the schemas tab refreshedn note schema alias properties are set load all cache none and oracle alias properties set allow all schemas this may result very long session startup time ',negative
'interactive batch ',negative
'interface ',negative
'interface sessioninfoprovider implementation ',negative
'internal class for handling key events during editing both jtextfield and jtextarea ',negative
'internal class for handling key events during editing both jtextfield and jtextarea since the unknown data type not editable either the cell the popup should never get here but have provided appropriate code just case ',negative
'internal method used for both cell and popup work ',negative
'internally generated where clauses ',negative
'internationalized strings for this class ',negative
'invalid columns this tablemodel implementation ',negative
'invalid file uris not hierarchical not file scheme not absolute non empty authority non empty query non empty fragment ',negative
'invalid objects for ',negative
'invokelater make the call synchronto the event queue ',negative
'inwidgetsetvisible was introduced allow movetofront called from within setvisible see editwherecolssheet sqlfiltersheet ',negative
'iobjecttreeapi api ',negative
'iobjecttreeapi api ',negative
'iprocedureinfo procs ',negative
'isession activesessions ',negative
'isession getactivesessions ',negative
'isession mocksession iapplication mockapplication taskthreadpool mockthreadpool string tabletypes new string table isqlconnection mocksqlconnection sqldatabasemetadata mockhelperreplayall classundertest new mockhelperverifyall mockhelperresetall ',negative
'isession sourcesession isession destsession ',negative
'isessionlistener interface methods ',negative
'itemseticonnull ',negative
'jason mow that multiple object trees exist storing the edit where objectinfo within session wont work needs objectinfo within something else private final map editwherecolssheets new hashmap ',positive
'jason need these ',positive
'jason need these ',positive
'jason need this getsqlpanelselected ',positive
'jason remove ',positive
'jason removed part patch void lis ',negative
'jason removed part patch void lis ',negative
'jason should part status bar ',positive
'jason sqlfilterclauses getsqlfilterclauses ',negative
'java sql column type ',negative
'java types rowid nvarchar nchar longnvarchar nclob sqlxml ',negative
'javaobject sql type ',negative
'jbutton okbtn closebtn new jbuttonincancel ',negative
'jbuttonalter ',negative
'jdbc spec says that bit refers boolean column single binary digit with value either also the same spec encourages use however the sql standard clearly states that the bit type bit string with length for sql compliant databases like postgresql the jdbc specs support for bit best broken and unusable still what the jdbc spec suggests that all that can ',negative
'jdbc standard escape format ',negative
'jdk ident annotation keyword gets returned two tokens and keyword ',negative
'jdk varargs ',negative
'join with the threads ',negative
'jscrollpane jscrollpane new jscrollpane ',negative
'jscrollpane new dimension addsp gbc ',negative
'just copied the last table now safe copy the constraintswell that all dependencies are met the group tables being copied todo new feature could examine table list for fks tables not the list then prompt the user add those missing tables the list ',positive
'just eat the exception ',negative
'just test ',negative
'keep hash table the column objects can reuse them ',negative
'keep scanning until were either eol find different filegroup ',negative
'keep track the last letter because need for several key decisions ',negative
'key ',negative
'key name ',negative
'keywords ',negative
'kick off thread and fetch the files onebyone and register callback class ',negative
'kludge want some info about the columns available for validating the user input during cell editing operations ideally would get that info inside the resultsetdataset class during the creation the columndefinition objects using various functions resultsetmetadata such isnullableidx unfortunately least some dbmss postgres hsdb the results those calls are not the same and are less accurate than the call used columnstab get the column info even more unfortunate the fact that the set attributes reported the two calls not the same with the resultsetmetadata listing things not provided getcolumns most the data provided the resultsetmetadata calls correct however the nullablenotnullable property not set correctly least two dbmss while correct for those dbmss the getcolumns info therefore collect the collumn nullability information from getcolumns and pass that info the resultset override what got from the resultsetmetadata ',positive
'knowntables just cache prevent creating new string each time ',negative
'label containing the location the plugins top dialog ',negative
'label for the date format combo used enabledisable text localedependent format ',negative
'label for the date format combo used enabledisable text localedependent format ',negative
'label for the date format combo used enabledisable text localedependent format ',negative
'label for type combo used enabledisable text associated with the combo ',negative
'label for type combo used enabledisable text associated with the combo ',negative
'label panel containing the versions for the update top dialog ',negative
'last resort get the length the longest value the specified column ',negative
'lazily create the event ',negative
'least one version postgresql through the jdbcodbc bridge returns empty result set for the list table types another version postgresql returns entries system table which have already filtered back one ',negative
'leave blank line just make look bit nicer ',negative
'length ',negative
'length ',negative
'lenient checkbox ',negative
'lenient set next ',negative
'let datatype object speak for itself ',negative
'licence document ',negative
'light yellow ',negative
'limit line width ',negative
'limit rows ',negative
'line comment ',negative
'linenumber height abends when use maxvalue ',negative
'lines onoff ',negative
'lis ',negative
'list the additional colorings ',negative
'list the centre the window ',negative
'list truncated narrow typing get missing entries ',negative
'listen for gui components being created ',negative
'listen windowclosing and redirect cancel button ',negative
'load ',negative
'load action class ',negative
'load all table types with catalog doigetcatalog and schema doigetschema ',negative
'load check assignable reason ',negative
'load datatype properties selections from persistant storage ',negative
'load edit where columns selections ',negative
'load info about any extra lafs supplied the user ',negative
'load procedures with catalog null ',negative
'load procedures with schema null ',negative
'load properties and fill missing entries with the global preferences ',negative
'load tables with catalog doigetcatalog and schema doigetschema ',negative
'load time ',negative
'load views with catalog doigetcatalog and schema doigetschema ',negative
'loaded ',negative
'loading and caching ',negative
'local expectations ',negative
'local update directory ',negative
'locate table schema ',negative
'locks ',negative
'log entry entry type error ',negative
'log entry entry type info ',negative
'log entry entry type unknown ',negative
'log entry entry type warning ',negative
'log file name ',negative
'logger for this class private final static ilogger log ',negative
'logger for this class private final static ilogger slog ',negative
'logging has changed ',negative
'logging mechanism for errors ',negative
'logs ',negative
'longvarchar type used where clause ',negative
'look backwards ',negative
'look for places break the string ',negative
'look the table the editwherecols list ',negative
'loop over the data stream until the end data found the end the record found ',negative
'loop through source records ',negative
'loop while either have resultset process rows have been ',negative
'mach nichts wenn die pid nicht sie wird dann einfach oben nicht zugeordnet ',negative
'mainframe new mainframethis ',negative
'mainframetofront required linux ',negative
'make cancel panel sticky ',negative
'make grow when added ',negative
'make single list all class names that need check start with the names known standard classes that provide control panels ',negative
'make sure are starting clean ',negative
'make sure clear the flag for next run the loop ',negative
'make sure deselect followed select when new selected tab exists ',negative
'make sure duplicates are kept history ',negative
'make sure not print empty pages ',negative
'make sure that the session menu enabled ',negative
'make sure the entire blob data read return true has been read successfully and false not ',negative
'make this the same size the filenamefield ',negative
'make transparent ',negative
'makes sure that the last name always top the list ',negative
'making sure that the directory does not exist ',negative
'malformed xmln starting tag was nending tag was ncontinuing with reformatting xml ',negative
'manager ',negative
'many columns selected ',negative
'map dbmsspecific registered data handlers the key string the form sql type stringsql type name and the value factory that can create instances dbmsspecific datatypecomponets ',negative
'map existing datatype objects for each column the key the object and the value the datatypeobject for that columns data type ',negative
'map jar file urls containing lafs keyed the laf class name ',negative
'map type for table column ',negative
'materialized view details ',negative
'may have more than one statement sql this point ',negative
'may mismatch between the table and the dbnndo you wish proceed with the deletes anyway ',negative
'maybe catalog was really schema instead ',negative
'means load all schemas from database ',negative
'memory timer aboutbox ',negative
'memory timer aboutbox ',negative
'menus ',negative
'message ',negative
'messages ',negative
'metrics the component used the constructor ',negative
'misc ',negative
'mockconnection mockcon getmockconnection ',negative
'mockpreferences ',negative
'mockresultset ',negative
'mocks ',negative
'mocks ',negative
'mocks for generic dialect test ',negative
'mockschemainfo ',negative
'mocksession ',negative
'mocksessionmanager ',negative
'mocksqlmetadata ',negative
'module ',negative
'more automatic restarts because key events will restart the parser from now ',negative
'more data could found set flag stating that the end the data was found ',negative
'mouse listener used display popup menu ',negative
'move any files that are located the core downloads dir the downloads dir the spring application context will not load properly for some unknown reason when there are jars the classpath workaround simply ensure that they are where they should anyway previously were not careful about this possible that jars were copied into the core downloads directory ',positive
'mqts only ever have one sql statement ',negative
'msg ',negative
'multi line comment from sql before sending database ',negative
'multi table scripts ',negative
'multiline comments from sql before executing ',negative
'multiple rows not good ',positive
'multiple statements are selected use this separate them into single statements ',negative
'must called before setting startedcolumn false ',negative
'must done the gui thread ',negative
'must end with ',negative
'must have single table selected limit the colums used the edit where clause ',negative
'must have single table view selected activate the sql filter ',negative
'must have the contents tab selected activate the sql filter ',negative
'must not done the gui thread ',negative
'must not qualify column name ',negative
'must not qualify the new table name ',negative
'must not quote column names ',negative
'must provide command string uncheck execute command ',negative
'must provide single separator character check use tab use the tab character ',negative
'must select existing file import data from ',negative
'must select something the table delete ',negative
'myexpansionlistener ',negative
'mysql driver gets unhappy when use the same preparedstatement bind null and nonnull lob variables without clearing the parameters first ',negative
'mysql requires myisam storage engine for spatial and fulltext indexes dont test them for now see the todo the mysqldialect for getcreateindexsql ',negative
'mysql shows databases catalogs not schemas ',negative
'mysql spatial index requires not null column ',negative
'mysql uses catalogs and not schemas ',negative
'mysqlmenu ',negative
'mysqlmenu ',negative
'nalready exists you want replace ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name ',negative
'name directory store extra lafs for the user ',negative
'name error ',negative
'name table ',negative
'name the preferences files ',negative
'names appear scripts schematable ',negative
'names appear scripts schematable ',negative
'names the columns ',negative
'names the various methods need invoke ',negative
'native unicode converter jdks nativeascii ',negative
'nativetoascii ',negative
'navy ',negative
'nbdialogsupport ',negative
'ncannot written ',negative
'need add second column have unique constraint that can drop that one progress doesnt allow the very first index ever dropped ',negative
'need associate panel with object type somehow ',positive
'need check column name validity when source and dest are the same type database ',negative
'need convert different format default hex ',negative
'need directory that exists ',negative
'need focusable ',negative
'need keep track the bind var index separately since the number column defs may not the number bind vars for example autoincrement columns are excluded ',negative
'need return completion identical ',negative
'need somehow call something like panel getpanel however that doesnt apply when the user exporting from the table contents table there needs more generic way this for all tables containing data that exported where some the fields contain placeholders for now just inform the user and let them either continue abort and change the configuration manually rerun the query reload the table data and reexport ',positive
'need tell object display itself panel ',positive
'need the trycatch just keep the compiler happy ',negative
'need this background when schemainfo not reloaded ',negative
'needed for example postgresql ',negative
'needed guarantee other components focus lost and allow enter the tabs components via tab key well defined way the user can see where the focus ',negative
'needes done via event queque because adding the session the drop down happens via the event queue too ',negative
'needes done via event queque because method not called from the event disptach thread ',negative
'needs done later because when reinitlist called the text componetes model not yet date the last character missing ',negative
'needs done this moment thats why cant call here ',negative
'needs least two arguments ',negative
'needs reorg table after changing nullabolity ',negative
'netbeans editor recommended ',negative
'new ',negative
'new ',negative
'new ',negative
'new ',negative
'new graph ',negative
'new here method called very often ',negative
'new line the begining that sbappend will removed new line the end that semi colon the end will removed ',negative
'new memorydiagnostics ',negative
'new multikeybinding inputeventctrlmask ',negative
'new new indexdetailstab ',negative
'new querytree ',negative
'new row ',negative
'new row data ',negative
'new table ',negative
'new table clear hash map ',negative
'newindentdepth indentdepth ',negative
'newlines within cells ',negative
'newlines within cells ',negative
'next result press ctrlshiftf toggle highlight search ',negative
'next the buttons ',negative
'nextch already done ',negative
'node ',negative
'node hasnt already been expanded ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
'nonjavadoc see ',negative
